Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
Units followed shutdown procedures which included minimization of flaring.,Site-wide shutdown due to impacts from a hurricane/tropical storm.,"PORT ARTHUR, JEFFERSON",Emission estimates are based on historical process data.,08/30/2017 1:00AM,09/02/2017 1:00AM,WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS,RN100209857,CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY,INITIAL REPORT,AIR SHUTDOWN,266458
"Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.",Restart from Hurricane Harvey,"TEXAS CITY, GALVESTON",Emissions are based on engineering estimates.,08/30/2017 7:00AM,09/13/2017 7:00AM,,RN100210608,MARATHON PETROLEUM TEXAS CITY REFINERY,INITIAL REPORT,AIR STARTUP,266463
TPC employees worked to manually control the facility emissions to the best of their ability in the midst of heavy rains and wind. Operations personnel worked as safely and quickly as possible to secure the facility in order to reduce safety and environmental concerns.,"While in the process of shutting down the facility in preparation for Hurricane Harvey, TPC lost power to the entire facility. The power loss was complete and unexpected. As a result of the power loss, TPC flared from the facility flares until power and steam were restored to the facility flare system.","PORT NECHES, JEFFERSON",Engineering estimations based on previous events and process knowledge. TPC believes these emissions to be conservative based on the assumptions made.,08/29/2017 8:00PM,09/08/2017 2:00AM,LOCATED AT THE NW CORNER OF THE INTX OF FM 366 AND SPUR 136,RN104964267,TPC GROUP PORT NECHES OPERATIONS,FINAL REPORT,EMISSIONS EVENT,266466
"Upon discovery, the valve was closed, and a third party inspection of the valve was initiated. The PSV was removed and will be replaced.",The pressure safety valve (PSV) on the inlet separator relieved before the pressure set point was reached.,"CATARINA, WEBB","Engineering calculations and process data Affirmative Defense: 1. How many reportable and recordable emissions events (including this incident) have occurred at the facility/facilities contributing emissions (compressor, amine unit, etc.) for the 12 month period prior to this incident? Reportable: 1 Recordable: 0 2.a. What were the facility/facilities total actual operating hours during the past 12 months? 8,760 hours 2.b. What was the total number of hours that the facility was down during the past 12 months? 0 hours 3.a. Identify the cause or causes of the emissions event and include all contributing factors that led to the emissions event. The PSV is set to relieve at 1150 psig. The valve relieved at approximately 996 psig. TEAM Industrial Services conducted an investigation on the valve on August 30, 2017. TEAM concluded that either the pilot or the valve body had failed and caused the PSV to relieve prematurely. 3.b. Discuss how the emissions event could not have been avoided by good design, maintenance, and operation practices, if applicable. Maintenance, operating, and design practices were followed per Enterprise policy. The PSV underwent an annual third party test on February 1, 2017 and passed. 3.c. Discuss any sudden breakdown of equipment or process that was beyond the owner/operator’s control, if applicable. The exact cause of the PSV relieving prematurely could not be determined, but two possible causes were identified. The PSV passed the annual test in February 2017. There were no system warnings indicating that the valve would malfunction. 3.d. Was this incident due to a shut down at another site downstream which is controlled by another regulated entity (RE)? (If so-which site and who is the RE?) No. 4. How were the air pollution control equipment or processes (if any) maintained and operated in a manner consistent with good practice for minimizing emissions and reducing the number of emissions events? Not applicable. No air pollution control equipment was involved. 5. How soon was action taken to achieve compliance once the operator knew or should have known that applicable emission limitations were being exceeded? The operator arrived on-site as soon as they were notified of a potential event by the Supervisor. The operator shut the valve once they arrived on-site. 6. How were the amount and duration of the unauthorized emissions and any bypass of pollution control equipment minimized? No pollution control equipment was bypassed. 7. What was the operational status of all emission monitoring systems at the facility/facilities during this emissions event? If any emission monitoring systems were not kept in operation during the emissions event, explain why they weren’t kept in operation. The facility is not equipped with emissions monitoring systems. 8. How were the owner and or operator’s actions in response to the unauthorized emissions contemporaneously documented? Pipeline pressure data is maintained and internal records are kept. 9. Have other similar incidents occurred at this/these facility/facilities in the past that might be indicative of inadequate design, operation, or maintenance? No. 10. Identify any information you have (e.g., complaints from neighbors, fence line monitoring, air modeling) which indicates an off-site impact. Identify any information you have which indicates the unauthorized emi",08/29/2017 1:00PM,08/29/2017 3:00PM,GO 11.8 MILES S OF CATARINA ON US 83 TRAVEL 1.7 MILES WEST ON ESPEJO GATES RD TO FACILITY,RN103637732,PILONCILLO COMPRESSOR STATION,FINAL REPORT,EMISSIONS EVENT,266470
"The South Plant Flare, FL-1, will be maintained in good operational order and comply with permit provisions. This will mitigate emissions from the start-ups.","Enterprise will restart the above listed units that were shut down because of Hurricane Harvey. The listed start date, time and duration is estimated and could vary as individual units are brought on-line. Please note that these unit start-ups will take place over several days.","MONT BELVIEU, CHAMBERS","The emissions are estimates only, based on past operational experience. The final report will be based on measured data, engineering calculations, and TCEQ approved methodology.",09/01/2017 12:30PM,09/29/2017 3:30PM,,RN102323268,ENTERPRISE MONT BELVIEU COMPLEX,INITIAL REPORT,EMISSIONS EVENT,266483
,The unauthorized discharge occurred at 4438 S Clack from manhole # 071-281 and was caused by a grease blockage. The sewer main was unstopped and the area was disinfected.,"ABILENE, JONES",,08/27/2017 2:30PM,08/27/2017 3:00PM,APPROX 1.5 MI N OF INTX HWY 351 & CO RD 309 & 5 MI NE OF THE INTX OF I 20 & HWY 351 IN JONES CO,RN101611788,CITY OF ABILENE HAMBY PLANT,FINAL REPORT,WASTEWATER BYPASS,266486
ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Waddell ER Battery 116 because our third party gas gatherer had to fix their compressor.,"PENWELL, CRANE",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the sales line and most current available gas analysis.,08/29/2017 3:00PM,08/30/2017 7:20PM,12M S OF PENWELL OFF HWY 1601,RN102872058,EAST WADDELL RANCH BAT116,FINAL REPORT,EMISSIONS EVENT,266489
ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.,ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell ER Battery 72 because our third party gas gatherer is having compressors issues.,"PENWELL, CRANE",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the sales line and most current available gas analysis.,08/29/2017 3:00PM,08/30/2017 7:20PM,"11 Mi S of Penwell off Hwy 1601, on left",RN106544331,EAST WADDELL RANCH BATTERY 72,FINAL REPORT,EMISSIONS EVENT,266491
ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.,ConocoPhillips Company (COPC) had to conduct controlled flaring at Battery 38N because our third party gas gatherer is having compressor issues.,"PENWELL, CRANE",The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.,08/29/2017 3:00PM,08/30/2017 7:20PM,16M S OF PENWELL OFF HWY 1601,RN102932431,EWR SATELLITE 38 N,FINAL REPORT,EMISSIONS EVENT,266493
,"Occurred on 08/25/2017 at 1802 Nueces Bay Boulevard, Corpus Christi @ 2300. Gas sump in the waste water area filled up and overflowed. Miller Environmental and Evergreen Personnel are performing clean-up. Actual amount is unknown. 700 gallons entered to complete event.","CORPUS CHRISTI, NUECES",,08/25/2017 11:00PM,08/25/2017 11:50PM,1802 NUECES BAY BLVD CORPUS CHRISTI TX,RN102555166,CITGO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,WASTEWATER BYPASS,266494
ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.,ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell ER Battery 45 because our third party gas gatherer is having compressor issue.,"PENWELL, CRANE",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the sales line and most current available gas analysis.,08/29/2017 3:00PM,08/30/2017 7:20PM,10M SOUTH OF PENWELL OFF HWY 1601,RN102708286,EAST WADDELL RANCH BAT 45,FINAL REPORT,EMISSIONS EVENT,266495
,,", HARRIS",,08/16/2017,08/18/2017,2800 BERTRAND AND 1906 ALDINE PARK LANE KEYMAP 414N/413R,RN101186013,MARY FRANCIS SUBDIVISION,INITIAL REPORT,BOIL WATER NOTICE (BWN),266503
ESP returned to operation bringing the opacity back to normal.,"Wet fuel resulting from tropical storm Harvey tripped the boiler fuel feeders & ESP off, resulting in an opacity event.","PINELAND, SABINE",opacity meter.,08/30/2017 9:54AM,08/30/2017 10:54AM,APPROX 1 MI E OF HWY 96 ON FM1 THEN APPROX 1 4 MI E ON FM 2426 ON N SIDE 1 DENNING ST,RN100217744,TEMPLE INLAND PINELAND MANUFACTURING COMPLEX,INITIAL REPORT,EXCESS OPACITY,266504
,"On 8/27/2017 between 20:30 to 21:00, 7,000 gallon was released from lift station at 2306 Piearse Drive due to power failure. Area and lift station is being pumped by vacuum trucks. Area was disinfected with HTH. Spill was contained on site and did not reach waters of the state.",", NUECES",,08/27/2017 9:00AM,08/27/2017 1:00PM,6500 BLOCK OF GREENWOOD DRIVE CORPUS CHRISTI TEXAS,RN101610400,GREENWOOD PLANT,FINAL REPORT,WASTEWATER BYPASS,266513
"All operational procedures were followed to ensure personnel safety, a safe and systematic shutdown, and to minimize emissions without any reported impacts to the community.","As a result of adverse weather conditions caused by Hurricane Harvey, flaring occurred during operational shutdown.","BEAUMONT, JEFFERSON",Engineering Estimates,08/29/2017 3:19PM,08/30/2017 3:19PM,,RN102450756,EXXONMOBIL BEAUMONT REFINERY,INITIAL REPORT,AIR SHUTDOWN,266516
,Crockett ball blocke line; removed ball cleaned up solids sprayed with disinfectant,"VAN ALSTYNE, GRAYSON",,08/17/2017 6:30AM,08/17/2017 8:30AM,"LOCATED APPROX 1/4 MI S OF FM 121 ON AN UNNAMED ROAD, AND 2 MILES E OF THE INTERSECTION OF SH 5 AND FM 121 IN GRAYSON COUNTY",RN102844123,CITY OF VAN ALSTYNE,FINAL REPORT,WASTEWATER BYPASS,266530
,"bloackage from raggs, wipes and grease. Jetted to remove blockage cleaned solids and sprayed with disinfectant","VAN ALSTYNE, GRAYSON",,08/13/2017 6:30AM,08/13/2017 7:30AM,"LOCATED APPROX 1/4 MI S OF FM 121 ON AN UNNAMED ROAD, AND 2 MILES E OF THE INTERSECTION OF SH 5 AND FM 121 IN GRAYSON COUNTY",RN102844123,CITY OF VAN ALSTYNE,FINAL REPORT,WASTEWATER BYPASS,266531
,"Jetter Truck releived choke, will inspect with camera for partial collased line",", GRAYSON",,08/14/2017 3:00PM,08/15/2017 1:00AM,LOCATED S OF THE FM RD 1417 BRIDGE OVER POST OAK CREEK ON THE W SIDE OF POST OAK CREEK IN GRAYSON COUNTY,RN101612448,POST OAK CREEK,FINAL REPORT,WASTEWATER BYPASS,266532
,Bowman Env vacuumed excess.,"GRANBURY, HOOD",,08/06/2017 9:30PM,08/06/2017 10:15PM,LOCATED ON 4704 BLUE WATER CIRCLE IN HOOD COUNTY,RN102957024,BLUE WATER SHORES,FINAL REPORT,WASTEWATER BYPASS,266533
,"Heavy rains washed mH away from 12""pipe, breaking the pipe. Repaired mH and looking at a atormwater erosion control proect",", GRAYSON",,08/15/2017 4:00PM,08/16/2017 4:00AM,LOCATED S OF THE FM RD 1417 BRIDGE OVER POST OAK CREEK ON THE W SIDE OF POST OAK CREEK IN GRAYSON COUNTY,RN101612448,POST OAK CREEK,FINAL REPORT,WASTEWATER BYPASS,266534
,Sewer jet truck releived partial blocakge between MH9+37 AD and Downstream MH 2+67,", GRAYSON",,08/17/2017 10:00AM,08/17/2017 11:00AM,LOCATED S OF THE FM RD 1417 BRIDGE OVER POST OAK CREEK ON THE W SIDE OF POST OAK CREEK IN GRAYSON COUNTY,RN101612448,POST OAK CREEK,FINAL REPORT,WASTEWATER BYPASS,266535
,Sewer jet truck releived partial blocakge between MH17+11 and Downstream MH 15+48,", GRAYSON",,08/17/2017 11:00AM,08/17/2017 2:00PM,LOCATED S OF THE FM RD 1417 BRIDGE OVER POST OAK CREEK ON THE W SIDE OF POST OAK CREEK IN GRAYSON COUNTY,RN101612448,POST OAK CREEK,FINAL REPORT,WASTEWATER BYPASS,266536
,Area checked for I/I sources inspect line with camera,", GRAYSON",,08/23/2017 10:00AM,08/23/2017 2:00PM,LOCATED S OF THE FM RD 1417 BRIDGE OVER POST OAK CREEK ON THE W SIDE OF POST OAK CREEK IN GRAYSON COUNTY,RN101612448,POST OAK CREEK,FINAL REPORT,WASTEWATER BYPASS,266537
,Area checked for I/I sources inspect line with camera,", GRAYSON",,08/23/2017 10:00AM,08/23/2017 12:00PM,LOCATED S OF THE FM RD 1417 BRIDGE OVER POST OAK CREEK ON THE W SIDE OF POST OAK CREEK IN GRAYSON COUNTY,RN101612448,POST OAK CREEK,FINAL REPORT,WASTEWATER BYPASS,266538
,"repaired the line, pumped waste with pump truck","BELLS, GRAYSON",,07/25/2017 10:00PM,07/26/2017 11:00AM,INTERSECTION OF HWY 69 AND FM 1897 NORTH OF BELLS IN GRAYSON COUNTY,RN101920809,CITY OF BELLS,FINAL REPORT,WASTEWATER BYPASS,266539
,I/I Cleanup Solids Disinfect with Calcium Hypochlorite,", GRAYSON",,08/13/2017 8:00PM,08/14/2017 10:00AM,"116 E Haning St., Howe, Texas 75459",RN102686383,CITY OF HOWE,FINAL REPORT,WASTEWATER BYPASS,266540
