Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
"Operators re-established the amine level in E-202, allowing for re-start of K-2300.","At GFU-242, during an upgrade to the Distributed Control System (DCS), the level within High Pressure Amine Absorber Tower E-202 fell, allowing recycle hydrogen to pass through the tower overhead and into the north refinery wet gas header. The addional hydrogen lowered the molecular weight of the wet gas, causing Wet Gas Compressor K-2300 at SGRU-1242 to trip offline, resulting in excess flaring.","PORT ARTHUR, JEFFERSON","Analyzers, flow meters, and engineering calculations",08/02/2016 1:05PM,08/02/2016 3:09PM,"1801 S GULFWAY DR, PORT ARTHUR, TX",RN102584026,VALERO PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,240598
The 1D-120 Tower was shut down and the reboiler was isolated from the condensate line.,A tube leak was discovered on the 1D-120 tower reboiler.,"HOUSTON, HARRIS",Pinhole leak calculation was used to quantify emissions.,08/02/2016 9:40PM,08/02/2016 10:30PM,,RN100219526,HOUSTON PLANT,FINAL REPORT,EMISSIONS EVENT,240754
All efforts were made to complete the needed repairs to the air blower motor in a safe and expeditious manner including multiple operations and maintenance personals working overtime and on callout. Air monitoring was conducted and documented during the downtimes.,"The RTO shut down for intermittent periods starting at 2:56 PM as a result of high vibrations in the air blower motor, which necessitated the shutdown of the RTO. The repairs to the motor were coordinated and accomplished in a safe and timely manner and the RTO was brought back online at 9:51 PM","OLD OCEAN, BRAZORIA",Engineering Calculations.,08/03/2016 2:56PM,08/03/2016 9:12PM,BRAZORIA & MATAGORDA COUNTIES,RN101619179,SWEENY REFINERY,FINAL REPORT,EMISSIONS EVENT,240784
Followed standard procedures to minimize flaring and reduce vessel headspace pressure,"Unexpected breakthrough on dryers in Unit 22 caused hydrate formation within the unit. Pressure built up in the cracked gas system forcing excess gases to be sent to the flares. In addition, a relief valve opened to atmosphere.","OLD OCEAN, BRAZORIA",Flaring emissions are calculated using data from the flow meter and continuous gas analyzer serving Flare 10 and Flare 12.,08/03/2016 1:17PM,08/04/2016 12:01AM,,RN100825249,CHEVRON PHILLIPS CHEMICAL SWEENY OLD OCEAN FACILITIES,FINAL REPORT,EMISSIONS EVENT,240791
The flare flame was reestablished as soon as possible and normal operations returned.,The flame was lost on the Complex 8Q #2 Reformer Flare during a process unit start-up. The loss of flare flame resulted in VOC emissions.,"CORPUS CHRISTI, NUECES",Engineering emissions calculations were based on a process flare inlet gas chromatograph and flow metering data.,08/03/2016 4:09PM,08/03/2016 6:05PM,1300 CANTWELL LANE,RN100211663,VALERO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,EMISSIONS EVENT,240809
The Frac IV Flare was maintained and operated to mitigate emissions.,An unexpected change in feed resulted in flaring.,"MONT BELVIEU, CHAMBERS","The emissions in this report were based on measured data, engineering calculations, and TCEQ-approved methodologies.",08/04/2016 4:36AM,08/04/2016 9:00AM,,RN102323268,ENTERPRISE MONT BELVIEU COMPLEX,FINAL REPORT,EMISSIONS EVENT,240828
No event associated with this report.,No event associated with this report.,"PORT ARTHUR, JEFFERSON",No event associated with this report.,08/04/2016,08/04/2016 12:01AM,,RN100209451,PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,240830
No event associated with this report.,No event associated with this report.,"PORT ARTHUR, JEFFERSON",No event associated with this report.,08/04/2016,08/04/2016 12:01AM,,RN100209451,PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,240831
The facility took immediate corrective actions and stopped the loss of containment.,The Port Arthur Refinery experienced a loss of primary containment to the ground due to a failure on an underground pipeline.,"PORT ARTHUR, JEFFERSON",Engineering calculations and estimates.,08/04/2016 4:00PM,08/04/2016 8:00PM,,RN100209451,PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,240832
"Operations looked for the cause, blocked in the level control valve and rerouted the slop drum back to the wet gas compressor ceasing all flaring.","The level indication on D-1701 High Pressure Amine Contactor Inlet Scrubber quit working (flat lined) which caused the level control valve to keep opening and bring the level down in the scrubber. The loss of the level allowed H2 rich gas to blow through to the slop drum at Sat Gas Unit 7945 which was lined up to the suction of the Crude Unit AVU-147 wet gas compressor. In an effort to prevent the wet gas compressor from tripping off line and sending high concentrations of H2S to the flare, operations quickly rerouted the slop drum to the flare and away from the wet gas compressor.","PORT ARTHUR, JEFFERSON","CEMS, analyzers and engineering calculations",08/07/2016 12:27PM,08/07/2016 2:11PM,"1801 S GULFWAY DR, PORT ARTHUR, TX",RN102584026,VALERO PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,240948
"Operators fully implemented steam shedding procedures to try and maintain steam header pressure. The refinery set the steam production rate at Unit 835 to maximum, and all other steam generators were maxed out.","During a heavy lightning and thunderstorm event, BASF/Total Petrochemical’s (BTP) Cogeneration Unit tripped offline and all steam from BTP was shut off to the Port Arthur Refinery, resulting in several units tripping.","PORT ARTHUR, JEFFERSON",Engineering calculations,08/09/2016 7:50PM,08/10/2016 2:55AM,INTX OF HWY 366 & 32 ST,RN102457520,TOTAL PETRO CHEMICALS & REFINING USA PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,241283
"The #2 SRU Tail Gas Treater and the SRU2 Incinerator were brought back into service as soon as possible to return to normal operation. Additionally, the input card in the PLC was replaced.",The Complex 7 #2 Sulfur Recovery Unit (#2 SRU) Tail Gas Treater tripped off line as well as the #2 SRU Incinerator due to an input card failure in a programmable logic controller (PLC) which caused the tail gas treater and incinerator to shutdown.,"CORPUS CHRISTI, NUECES",Calculations were based on data from the unit and engineering design information.,08/10/2016 3:04AM,08/10/2016 5:50AM,1300 CANTWELL LANE,RN100211663,VALERO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,EMISSIONS EVENT,241303
The pump was turned off and the opacity was observed to have cleared at 10:40 hours.,"Opacity was observed from 71 Firewater Pump 1 (33P-106) on August 10, 2016 from 10:29 hours to 10:40 hours (a total of 11 minutes) during its quarterly EPA Method 9 opacity observation.","PORT ARTHUR, JEFFERSON","A certified opacity reader was present and recorded Method 9 observations during part of the duration of the event. The opacity for the period 10:30 hours to 10:36 hours is calculated at 56.25%. However, out of an abundance of caution, opacity for this event is being reported as 100% to account for the non-recorded time (10:29 to 10:30 hours and 10:36 to 10:40 hours). FHR is utilizing the best currently available information for this report.",08/10/2016 10:29AM,08/10/2016 10:40AM,SAVANNAH AVENUE AT GATE 24,RN100217389,FLINT HILLS RESOURCES PORT ARTHUR FACILITY,INITIAL REPORT,EXCESS OPACITY,241367
All efforts were made to complete the required maintenance activities in a safe and expeditious manner including multiple operations and maintenance personals working overtime. Air monitoring was conducted and documented during the downtime.,A controlled shutdown of the primary waste water treatment RTO was taken to complete required maintenance activities on the temporary RTO.,"OLD OCEAN, BRAZORIA",Engineering Calculations.,08/11/2016 8:55AM,08/11/2016 4:55PM,BRAZORIA & MATAGORDA COUNTIES,RN101619179,SWEENY REFINERY,FINAL REPORT,MAINTENANCE,241450
Process material was minimized to reduce flaring.,Maintenance was required to troubleshoot and repair the turbo expander-1.,"FREEPORT, BRAZORIA","Flare Flow meters, Flare analyzers, AP-42 calculations.",08/16/2016,09/13/2016 3:00PM,,RN100225945,DOW TEXAS OPERATIONS FREEPORT,FINAL REPORT,MAINTENANCE,241555
Repairs are being made to damaged electrical equipment; units were safely brought down per electrical outage protocol; units are being safely restarted where possible. An internal investigation has been initiated.,"Electrical power was lost at the JCC2 sub-station resulting in several units at the Port Neches facility to trip off-line. Power was lost to the F6, F8, and G6 units; the boiler house lost power to the boiler feedwater pumps and a steam driven boiler feedwater pump resulting in the loss of the boiler feedwater header supply; Cogen 1 and 2 tripped on low steam drum level; H-K2-001, PO/MTBE, and A3 units trip. G1 and E7 units were eventually shutdown. Vents opened at the F6 and F8 units; flaring took place at the A3 and PO/MTBE units.","PORT NECHES, JEFFERSON","Emission quantities were determined by engineering estimates, process knowledge, and engineering calculations. A site investigation into the cause of this event has been initiated.",08/15/2016 3:13AM,08/15/2016 10:43PM,,RN100219252,HUNTSMAN PORT NECHES,FINAL REPORT,EMISSIONS EVENT,241663
Established operating procedures for the SRU shutdown were followed to minimize potential excess emissions.,This is the final emissions associated with the planned routine maintenance activities for SRU 544 shutdown.,"PORT ARTHUR, JEFFERSON","Analyzers, flow meters, and engineering calculations",08/24/2016 12:00PM,08/31/2016 12:00PM,"1801 S GULFWAY DR, PORT ARTHUR, TX",RN102584026,VALERO PORT ARTHUR REFINERY,FINAL REPORT,MAINTENANCE,241695
"Once the leak was identified, a water monitor was directed toward the source of the leak. The Purification tower was shut down and all production was diverted away from this line in response to the incident. The subject line was immediately blocked in; insulation in the proximity of the leak was stripped from the line. Initially it was believed that the source of the leak was at a flange; however, subsequent invesigation revealed an approximately six-inch hairline crack as the source.","Evidence of a release of ethylene oxide was observed coming from an insulated line at the Ethylene Oxide (EO) Purification Product Cooler at the F6 EO Unit when the deluge went off in the area. After a lengthy process in determining the source of the leak, an approximately six-inch hairline crack in the line was discovered.","PORT NECHES, JEFFERSON","At the time of the submittal of the initial report, the source of the emissions had just been determined; emission quantities could only be estimated to be greater than ten pounds of ethylene oxide. Subsequent calculations involved the volume of the section of piping involved and have been revised as indicated above in the EPCN section of this report. An internal investigation has been conducted.",08/16/2016 8:00AM,08/16/2016 10:00AM,,RN100219252,HUNTSMAN PORT NECHES,FINAL REPORT,EMISSIONS EVENT,241722
Operations personnel stabilized the actuator and followed standard procedures to minimize flaring and reduce vessel headspace pressure.,Actuator failure on Unit 22 propylene compressor caused fluctuations in compressor speed. Excess gas was routed to flares until the compressor speed could be controlled.,"OLD OCEAN, BRAZORIA",Flaring emissions are calculated using data from the flow meter and continuous gas analyzer serving Flare 10 and Flare 12.,08/15/2016 11:05PM,08/16/2016 2:00AM,,RN100825249,CHEVRON PHILLIPS CHEMICAL SWEENY OLD OCEAN FACILITIES,FINAL REPORT,EMISSIONS EVENT,241725
